index,id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_on_time,weight_category
378,379,D,Ship,3,5,152,3,low,M,43,1282,1,Below Medium
379,380,F,Ship,3,2,201,3,medium,M,5,2040,1,Medium Weight
380,381,A,Ship,3,4,148,2,low,M,54,1778,1,Medium Weight
381,382,B,Ship,5,2,199,4,low,F,59,2885,1,Medium Weight
382,383,C,Ship,5,4,215,2,low,F,45,3501,1,Intermediate Weight
383,384,F,Ship,4,5,175,2,low,M,40,1270,1,Below Medium
384,385,D,Road,4,3,236,2,high,M,23,3123,1,Intermediate Weight
385,386,F,Road,2,5,182,2,medium,F,57,2896,1,Medium Weight
386,387,A,Road,3,1,251,3,medium,M,42,3698,1,Intermediate Weight
387,388,B,Road,5,2,173,3,low,F,7,1855,1,Medium Weight
388,389,C,Road,4,3,225,3,low,F,62,2587,1,Medium Weight
389,390,F,Road,4,2,167,4,low,F,20,1705,1,Medium Weight
390,391,D,Road,4,1,259,3,low,M,20,2154,1,Medium Weight
391,392,F,Road,4,1,178,3,medium,F,63,1573,1,Medium Weight
392,393,A,Road,4,4,178,4,medium,F,13,1614,1,Medium Weight
393,394,B,Road,5,4,169,2,low,F,20,1765,1,Medium Weight
394,395,C,Road,3,2,272,2,low,M,33,2321,1,Medium Weight
395,396,F,Road,4,4,183,3,low,M,29,3251,1,Intermediate Weight
396,397,D,Road,3,4,205,3,low,F,10,2728,1,Medium Weight
397,398,F,Road,2,1,123,4,low,F,53,1036,1,Below Medium
398,399,A,Road,4,3,152,3,low,M,58,1453,1,Below Medium
399,400,B,Road,3,1,220,2,high,F,40,3773,1,Intermediate Weight
400,401,C,Road,4,3,134,3,low,M,51,1965,1,Medium Weight
401,402,F,Road,3,2,217,2,high,M,19,2992,1,Medium Weight
402,403,D,Road,3,2,265,3,low,F,49,2791,1,Medium Weight
403,404,F,Road,4,2,249,5,medium,M,36,3836,1,Intermediate Weight
404,405,A,Road,5,3,213,4,medium,F,50,2003,1,Medium Weight
405,406,B,Road,2,2,124,3,low,F,56,1494,1,Below Medium
406,407,C,Flight,4,1,180,2,low,M,23,1193,1,Below Medium
407,408,F,Flight,4,5,193,3,medium,M,65,2267,1,Medium Weight
408,409,D,Flight,3,2,192,3,medium,M,43,3339,1,Intermediate Weight
409,410,F,Flight,2,5,166,3,medium,M,3,1832,1,Medium Weight
410,411,A,Flight,3,2,264,3,medium,M,5,3861,1,Intermediate Weight
411,412,B,Flight,3,4,200,2,medium,M,14,3528,1,Intermediate Weight
412,413,C,Flight,4,3,142,4,medium,M,12,1396,1,Below Medium
413,414,F,Flight,4,1,215,2,low,M,32,3066,1,Intermediate Weight
414,415,D,Flight,2,1,218,2,low,M,15,2745,1,Medium Weight
415,416,F,Flight,3,2,115,3,low,F,27,1814,1,Medium Weight
416,417,A,Flight,4,3,159,3,low,M,33,1330,1,Below Medium
417,418,B,Flight,5,5,133,3,low,M,63,1218,1,Below Medium
418,419,C,Flight,5,2,178,3,low,M,48,1517,1,Medium Weight
419,420,F,Flight,4,2,134,2,low,F,43,1714,1,Medium Weight
420,421,D,Flight,3,1,184,5,medium,F,58,2544,1,Medium Weight
421,422,F,Flight,4,2,251,2,medium,M,24,2405,1,Medium Weight
422,423,A,Flight,3,2,141,3,low,M,7,1933,1,Medium Weight
423,424,B,Flight,4,4,229,2,medium,M,45,3776,1,Intermediate Weight
424,425,C,Flight,4,1,203,4,low,M,34,3813,1,Intermediate Weight
425,426,F,Flight,4,3,158,3,medium,F,57,1911,1,Medium Weight
426,427,D,Flight,3,4,167,3,medium,M,52,1755,1,Medium Weight
427,428,F,Flight,5,4,197,4,low,F,40,3303,1,Intermediate Weight
428,429,A,Ship,2,2,140,3,low,F,19,1806,1,Medium Weight
429,430,B,Ship,5,1,205,2,medium,M,27,3569,1,Intermediate Weight
430,431,C,Ship,5,5,208,3,low,F,45,2018,1,Medium Weight
431,432,F,Ship,4,2,96,3,low,M,22,1294,1,Below Medium
432,433,D,Ship,6,4,205,3,low,F,44,2064,1,Medium Weight
433,434,F,Ship,4,2,215,3,medium,F,48,2953,1,Medium Weight
434,435,A,Ship,4,1,216,3,low,F,43,2643,1,Medium Weight
435,436,B,Ship,3,1,112,2,high,M,22,1846,1,Medium Weight
436,437,C,Ship,5,4,222,3,low,F,20,3632,1,Intermediate Weight
437,438,F,Ship,5,2,186,3,medium,F,15,2153,1,Medium Weight
438,439,D,Ship,3,5,241,3,medium,M,48,2841,1,Medium Weight
439,440,F,Ship,3,3,172,3,low,F,58,1269,1,Below Medium
440,441,A,Ship,3,5,251,2,high,M,23,2426,1,Medium Weight
441,442,B,Ship,5,3,190,3,high,M,45,2628,1,Medium Weight
442,443,C,Ship,4,3,186,2,medium,F,48,2805,1,Medium Weight
443,444,F,Ship,4,4,207,2,medium,M,35,2596,1,Medium Weight
444,445,D,Ship,3,3,135,3,low,F,19,1366,1,Below Medium
445,446,F,Ship,4,4,189,2,medium,F,18,2955,1,Medium Weight
446,447,A,Ship,4,4,173,5,medium,F,51,1691,1,Medium Weight
447,448,B,Ship,3,4,194,3,medium,M,3,2169,1,Medium Weight
448,449,C,Ship,3,1,183,3,low,M,19,3018,1,Intermediate Weight
449,450,F,Ship,4,3,140,2,low,F,22,1248,1,Below Medium
450,451,D,Ship,4,4,244,3,medium,F,55,2782,1,Medium Weight
451,452,F,Ship,2,3,189,4,low,M,34,3355,1,Intermediate Weight
452,453,A,Ship,3,2,157,2,medium,M,53,1390,1,Below Medium
453,454,B,Ship,4,1,275,10,medium,F,23,2726,1,Medium Weight
454,455,C,Ship,4,5,133,3,low,F,53,1467,1,Below Medium
455,456,F,Ship,4,1,149,3,medium,M,54,1178,1,Below Medium
456,457,D,Ship,3,3,254,2,high,M,17,3153,1,Intermediate Weight
457,458,F,Ship,3,4,145,8,low,F,15,1429,1,Below Medium
458,459,A,Ship,3,2,179,5,low,F,52,1991,1,Medium Weight
459,460,B,Ship,5,2,168,3,low,M,26,1526,1,Medium Weight
460,461,C,Ship,4,1,202,3,medium,F,18,3940,1,Intermediate Weight
461,462,F,Ship,3,4,220,7,low,M,43,2620,1,Medium Weight
462,463,D,Ship,3,4,244,8,low,M,1,2703,1,Medium Weight
463,464,F,Ship,4,2,186,7,medium,F,40,3111,1,Intermediate Weight
464,465,A,Ship,5,2,263,8,medium,M,24,3139,1,Intermediate Weight
465,466,B,Ship,3,2,294,4,low,F,15,1318,1,Below Medium
466,467,C,Ship,3,5,226,2,medium,F,2,1043,1,Below Medium
467,468,F,Ship,4,4,173,5,medium,F,2,1175,1,Below Medium
468,469,D,Ship,3,5,194,3,medium,F,10,2277,1,Medium Weight
469,470,F,Ship,3,5,183,3,low,F,2,3459,1,Intermediate Weight
470,471,A,Ship,4,1,140,2,low,M,61,1770,1,Medium Weight
471,472,B,Ship,4,3,244,3,medium,M,8,3318,1,Intermediate Weight
472,473,C,Ship,2,2,189,4,low,M,9,3413,1,Intermediate Weight
473,474,F,Ship,3,1,157,2,medium,F,39,1525,1,Medium Weight
474,475,D,Ship,4,3,275,10,medium,M,10,2093,1,Medium Weight
475,476,F,Ship,4,5,133,3,low,M,59,1092,1,Below Medium
476,477,A,Ship,4,2,149,3,medium,M,26,1863,1,Medium Weight
477,478,B,Ship,3,4,254,2,high,F,41,3973,1,Intermediate Weight
478,479,C,Ship,3,4,145,8,low,F,24,1594,1,Medium Weight
479,480,F,Ship,3,5,179,5,low,M,56,1113,1,Below Medium
480,481,D,Ship,5,4,168,3,low,F,13,1317,1,Below Medium
481,482,F,Ship,4,5,202,3,medium,F,46,3181,1,Intermediate Weight
482,483,A,Ship,3,3,220,7,low,M,25,2141,1,Medium Weight
483,484,B,Ship,3,2,244,8,low,F,50,3562,1,Intermediate Weight
484,485,C,Ship,4,3,186,7,medium,F,30,2062,1,Medium Weight
485,486,F,Ship,5,5,263,8,medium,F,9,2236,1,Medium Weight
486,487,D,Ship,3,1,294,4,low,F,25,1498,1,Below Medium
487,488,F,Ship,4,1,139,3,low,F,56,1811,1,Medium Weight
488,489,A,Ship,7,5,192,3,low,M,46,1550,1,Medium Weight
489,490,B,Ship,3,3,235,3,low,M,5,3065,1,Intermediate Weight
490,491,C,Ship,2,1,176,3,low,F,15,1996,1,Medium Weight
491,492,F,Ship,5,4,224,3,low,F,34,2627,1,Medium Weight
492,493,D,Ship,3,4,128,3,medium,F,51,1524,1,Medium Weight
493,494,F,Ship,5,4,226,5,low,M,47,2240,1,Medium Weight
494,495,A,Ship,5,1,160,5,medium,F,16,1526,1,Medium Weight
495,496,B,Ship,3,1,197,5,low,M,45,2224,1,Medium Weight
496,497,C,Ship,4,2,216,3,low,F,12,2273,1,Medium Weight
497,498,F,Ship,4,4,199,2,low,M,9,3075,1,Intermediate Weight
498,499,D,Ship,5,5,271,2,low,M,27,3957,1,Intermediate Weight
499,500,F,Ship,5,1,201,3,low,F,47,2657,1,Medium Weight
500,501,A,Ship,3,4,212,2,low,M,33,2021,1,Medium Weight
501,502,B,Ship,3,2,177,3,low,M,10,1641,1,Medium Weight
502,503,C,Ship,3,4,191,4,medium,F,43,2903,1,Medium Weight
503,504,F,Ship,3,2,174,3,low,M,30,1986,1,Medium Weight
504,505,D,Ship,5,3,162,2,low,F,14,1045,1,Below Medium
505,506,F,Ship,3,1,219,2,low,F,39,2696,1,Medium Weight
506,507,A,Ship,4,4,155,3,medium,F,35,1421,1,Below Medium
507,508,B,Ship,5,3,230,3,medium,F,3,2923,1,Medium Weight
508,509,C,Ship,4,5,192,2,medium,F,36,2497,1,Medium Weight
509,510,F,Ship,5,2,235,3,low,M,14,2984,1,Medium Weight
510,511,D,Ship,3,2,200,3,low,M,46,3642,1,Intermediate Weight
511,512,F,Ship,5,2,172,3,medium,M,65,1667,1,Medium Weight
512,513,A,Ship,5,4,160,4,low,F,6,1603,1,Medium Weight
513,514,B,Ship,5,3,250,5,low,M,12,2722,1,Medium Weight
514,515,C,Ship,4,2,174,3,low,M,9,1682,1,Medium Weight
515,516,F,Ship,3,2,204,3,high,F,54,3608,1,Intermediate Weight
516,517,D,Ship,3,5,274,3,medium,F,51,3476,1,Intermediate Weight
517,518,F,Ship,5,5,262,2,medium,F,62,3744,1,Intermediate Weight
518,519,A,Ship,4,5,138,3,medium,M,23,1785,1,Medium Weight
519,520,B,Ship,3,1,215,3,medium,F,2,3873,1,Intermediate Weight
520,521,C,Ship,3,1,145,2,low,F,34,1773,1,Medium Weight
521,522,F,Road,4,5,149,2,medium,M,56,1141,1,Below Medium
522,523,D,Road,6,5,212,2,medium,M,38,2359,1,Medium Weight
523,524,F,Road,3,1,155,3,medium,F,47,1193,1,Below Medium
524,525,A,Road,5,2,154,3,low,M,40,1238,1,Below Medium
525,526,B,Road,3,3,249,3,medium,M,51,2173,1,Medium Weight
526,527,C,Road,5,1,206,2,low,M,2,3490,1,Intermediate Weight
527,528,F,Road,4,5,235,3,medium,F,22,2015,1,Medium Weight
528,529,D,Road,5,5,261,3,medium,F,8,3257,1,Intermediate Weight
529,530,F,Road,6,1,243,4,high,F,22,3537,1,Intermediate Weight
530,531,A,Road,3,2,237,2,high,M,26,3103,1,Intermediate Weight
531,532,B,Road,2,4,179,2,low,F,19,1900,1,Medium Weight
532,533,C,Road,4,3,192,3,low,F,43,3498,1,Intermediate Weight
533,534,F,Road,3,1,141,3,medium,F,39,1838,1,Medium Weight
534,535,D,Road,3,2,245,3,low,F,61,2188,1,Medium Weight
535,536,F,Road,4,4,177,4,medium,F,32,1774,1,Medium Weight
536,537,A,Road,2,3,154,4,high,F,17,1897,1,Medium Weight
537,538,B,Road,4,4,228,3,medium,F,12,3359,1,Intermediate Weight
538,539,C,Road,3,3,207,6,high,F,24,3702,1,Intermediate Weight
539,540,F,Road,4,4,266,4,medium,F,33,2701,1,Medium Weight
540,541,D,Road,3,3,172,3,medium,F,42,1707,1,Medium Weight
541,542,F,Road,4,3,142,3,low,F,35,1512,1,Medium Weight
542,543,A,Road,4,5,218,3,low,F,40,3200,1,Intermediate Weight
543,544,B,Flight,3,3,231,2,low,M,46,2962,1,Medium Weight
544,545,C,Flight,4,2,180,3,low,F,47,1434,1,Below Medium
545,546,F,Flight,3,1,168,3,low,M,46,1886,1,Medium Weight
546,547,D,Flight,5,5,147,4,high,F,42,1642,1,Medium Weight
547,548,F,Flight,5,4,245,5,low,M,6,3592,1,Intermediate Weight
548,549,A,Flight,2,4,182,3,medium,M,47,3792,1,Intermediate Weight
549,550,B,Flight,3,4,176,3,medium,F,8,1567,1,Medium Weight
550,551,C,Flight,5,3,197,4,medium,F,51,2917,1,Medium Weight
551,552,F,Flight,3,5,233,3,medium,M,52,3519,1,Intermediate Weight
552,553,D,Flight,3,4,156,2,low,M,8,1145,1,Below Medium
553,554,F,Flight,2,3,257,4,medium,F,52,2073,1,Medium Weight
554,555,A,Flight,5,4,250,3,low,F,11,3373,1,Intermediate Weight
555,556,B,Flight,5,4,189,5,low,M,3,3301,1,Intermediate Weight
556,557,C,Flight,3,3,255,2,high,M,7,3311,1,Intermediate Weight
557,558,F,Flight,2,3,198,2,medium,M,28,3514,1,Intermediate Weight
558,559,D,Flight,4,2,164,3,medium,M,15,1489,1,Below Medium
559,560,F,Flight,5,2,271,3,medium,M,32,3785,1,Intermediate Weight
560,561,A,Flight,3,1,185,2,medium,F,34,3299,1,Intermediate Weight
561,562,B,Flight,2,5,157,6,high,F,17,1764,1,Medium Weight
562,563,C,Flight,3,2,137,2,medium,M,17,1673,1,Medium Weight
563,564,F,Flight,3,3,229,3,low,M,14,2164,1,Medium Weight
564,565,D,Flight,3,3,234,2,medium,F,39,2449,1,Medium Weight
565,566,F,Ship,4,3,216,2,low,M,52,3578,1,Intermediate Weight
566,567,A,Ship,3,1,163,4,low,F,20,1940,1,Medium Weight
567,568,B,Ship,5,2,268,3,low,M,19,2526,1,Medium Weight
568,569,C,Ship,3,3,205,5,medium,M,35,2988,1,Medium Weight
569,570,F,Ship,4,5,265,2,medium,F,18,2969,1,Medium Weight
570,571,D,Ship,2,2,236,3,medium,M,3,3416,1,Intermediate Weight
571,572,F,Ship,4,1,132,3,low,M,63,1901,1,Medium Weight
572,573,A,Ship,3,4,234,2,medium,M,46,3108,1,Intermediate Weight
573,574,B,Ship,4,3,108,6,low,F,22,1745,1,Medium Weight
574,575,C,Ship,4,2,276,2,low,M,54,3706,1,Intermediate Weight
575,576,F,Ship,4,2,179,4,low,M,1,1063,1,Below Medium
576,577,D,Ship,4,1,230,3,medium,M,40,2225,1,Medium Weight
577,578,F,Ship,3,2,210,3,medium,F,43,2096,1,Medium Weight
578,579,A,Ship,3,2,173,3,low,F,15,1992,1,Medium Weight
579,580,B,Ship,2,5,201,3,medium,F,29,3894,1,Intermediate Weight
580,581,C,Ship,3,3,214,2,low,M,21,3342,1,Intermediate Weight
581,582,F,Ship,4,2,216,2,medium,F,22,3024,1,Intermediate Weight
582,583,D,Ship,2,5,144,3,medium,M,61,1313,1,Below Medium
583,584,F,Ship,5,5,182,3,medium,F,27,3039,1,Intermediate Weight
584,585,A,Ship,3,3,163,2,medium,F,48,1369,1,Below Medium
585,586,B,Ship,3,3,234,3,medium,F,8,2334,1,Medium Weight
586,587,C,Ship,3,2,158,3,high,F,59,1307,1,Below Medium
587,588,F,Ship,3,5,194,2,medium,M,4,3496,1,Intermediate Weight
588,589,D,Ship,3,1,201,6,medium,F,3,2497,1,Medium Weight
589,590,F,Ship,3,2,178,2,medium,F,59,1933,1,Medium Weight
590,591,A,Ship,4,1,214,5,medium,M,51,2669,1,Medium Weight
591,592,B,Ship,3,3,281,2,medium,M,55,3047,1,Intermediate Weight
592,593,C,Ship,3,2,260,3,medium,F,2,2176,1,Medium Weight
593,594,F,Ship,3,2,200,2,medium,F,46,3174,1,Intermediate Weight
594,595,D,Ship,5,3,209,2,high,F,49,2581,1,Medium Weight
595,596,F,Ship,3,1,185,3,low,M,61,3280,1,Intermediate Weight
596,597,A,Ship,4,3,230,3,low,F,62,2236,1,Medium Weight
597,598,B,Ship,3,4,134,3,medium,F,31,1540,1,Medium Weight
598,599,C,Ship,4,5,270,2,low,F,34,2821,1,Medium Weight
599,600,F,Ship,4,1,140,3,medium,F,1,1464,1,Below Medium
600,601,D,Ship,6,3,133,5,medium,M,32,1367,1,Below Medium
601,602,F,Ship,3,4,145,3,medium,M,44,1218,1,Below Medium
602,603,A,Ship,4,3,206,3,medium,M,58,2135,1,Medium Weight
603,604,B,Ship,3,1,162,2,low,F,52,1125,1,Below Medium
604,605,C,Ship,4,3,187,2,low,F,58,3665,1,Intermediate Weight
605,606,F,Ship,4,4,166,5,low,F,54,1203,1,Below Medium
606,607,D,Ship,4,5,178,3,low,F,48,1819,1,Medium Weight
607,608,F,Ship,3,1,167,2,high,F,34,1967,1,Medium Weight
608,609,A,Ship,4,4,224,3,high,M,60,3145,1,Intermediate Weight
609,610,B,Ship,4,4,158,3,medium,M,11,1224,1,Below Medium
610,611,C,Ship,3,4,134,2,medium,M,43,1198,1,Below Medium
611,612,F,Ship,4,2,147,2,medium,F,20,1387,1,Below Medium
612,613,D,Ship,4,3,187,3,low,M,61,2207,1,Medium Weight
613,614,F,Ship,4,5,247,2,medium,F,18,2404,1,Medium Weight
614,615,A,Ship,5,4,182,4,high,M,20,2212,1,Medium Weight
615,616,B,Ship,4,1,177,4,medium,F,33,1049,1,Below Medium
616,617,C,Ship,5,5,143,2,high,F,18,1066,1,Below Medium
617,618,F,Ship,5,3,245,2,medium,F,8,3231,1,Intermediate Weight
618,619,D,Ship,4,1,133,4,medium,M,64,1834,1,Medium Weight
619,620,F,Ship,3,5,224,2,low,M,13,3891,1,Intermediate Weight
620,621,A,Ship,2,5,265,2,low,F,50,3859,1,Intermediate Weight
621,622,B,Ship,4,1,138,2,low,M,28,1528,1,Medium Weight
622,623,C,Ship,3,4,253,3,low,M,6,3788,1,Intermediate Weight
623,624,F,Ship,4,1,165,3,medium,M,51,1293,1,Below Medium
624,625,D,Ship,4,3,265,3,low,F,65,3578,1,Intermediate Weight
625,626,F,Ship,3,2,238,3,high,F,54,3142,1,Intermediate Weight
626,627,A,Ship,5,2,236,3,low,F,51,3402,1,Intermediate Weight
627,628,B,Ship,4,2,190,5,high,F,38,3022,1,Intermediate Weight
628,629,C,Ship,6,1,104,4,medium,F,23,1442,1,Below Medium
629,630,F,Ship,4,5,245,2,low,F,19,2616,1,Medium Weight
630,631,D,Ship,3,1,155,3,medium,F,27,1022,1,Below Medium
631,632,F,Ship,3,2,233,3,low,M,63,2143,1,Medium Weight
632,633,A,Ship,4,3,171,4,low,F,55,1539,1,Medium Weight
633,634,B,Ship,2,3,164,2,low,M,56,1491,1,Below Medium
634,635,C,Ship,3,1,141,3,low,M,6,1361,1,Below Medium
635,636,F,Ship,5,3,266,2,low,F,61,2118,1,Medium Weight
636,637,D,Ship,3,4,192,2,low,F,56,3765,1,Intermediate Weight
637,638,F,Ship,3,3,229,6,medium,F,61,2298,1,Medium Weight
638,639,A,Ship,6,2,269,4,medium,M,38,3171,1,Intermediate Weight
639,640,B,Ship,3,4,247,4,low,M,59,2939,1,Medium Weight
640,641,C,Ship,4,4,157,2,low,F,2,1087,1,Below Medium
641,642,F,Ship,3,2,148,3,medium,F,64,1280,1,Below Medium
642,643,D,Ship,4,1,240,2,low,M,14,2437,1,Medium Weight
643,644,F,Ship,4,3,197,4,medium,M,58,3617,1,Intermediate Weight
644,645,A,Ship,6,4,121,5,low,M,23,1734,1,Medium Weight
645,646,B,Ship,4,2,124,3,high,M,60,1107,1,Below Medium
646,647,C,Ship,4,2,153,3,medium,F,53,1185,1,Below Medium
647,648,F,Ship,5,2,105,4,high,M,1,1622,1,Medium Weight
648,649,D,Ship,4,3,202,3,medium,M,2,3962,1,Intermediate Weight
649,650,F,Ship,5,4,162,2,low,F,54,1635,1,Medium Weight
650,651,A,Ship,3,4,164,3,medium,M,13,1158,1,Below Medium
651,652,B,Ship,3,2,231,4,medium,M,48,3370,1,Intermediate Weight
652,653,C,Ship,5,2,209,4,medium,F,12,2933,1,Medium Weight
653,654,F,Ship,3,1,157,2,high,M,19,1898,1,Medium Weight
654,655,D,Ship,4,5,249,2,low,M,4,2725,1,Medium Weight
655,656,F,Ship,2,3,264,2,low,F,63,2896,1,Medium Weight
656,657,A,Ship,3,1,111,4,low,M,61,1844,1,Medium Weight
657,658,B,Ship,3,1,242,3,medium,F,10,3606,1,Intermediate Weight
658,659,C,Road,4,4,169,3,low,M,23,1058,1,Below Medium
659,660,F,Road,5,3,138,2,low,M,13,1056,1,Below Medium
660,661,D,Road,5,1,158,3,low,M,9,1483,1,Below Medium
661,662,F,Road,5,3,146,4,low,M,5,1718,1,Medium Weight
662,663,A,Road,4,4,218,5,medium,F,36,2995,1,Medium Weight
663,664,B,Road,3,2,178,2,medium,F,22,1247,1,Below Medium
664,665,C,Road,4,5,197,3,low,F,34,3784,1,Intermediate Weight
665,666,F,Road,3,3,243,2,medium,M,17,3230,1,Intermediate Weight
666,667,D,Road,5,2,254,4,high,M,37,2608,1,Medium Weight
667,668,F,Road,3,1,237,4,low,M,33,2782,1,Medium Weight
668,669,A,Road,5,1,179,3,low,F,62,1945,1,Medium Weight
669,670,B,Road,3,2,189,3,medium,M,38,2108,1,Medium Weight
670,671,C,Road,4,3,244,3,medium,M,1,3982,1,Intermediate Weight
671,672,F,Road,3,3,266,2,medium,M,46,3594,1,Intermediate Weight
672,673,D,Road,5,4,263,3,high,M,10,2538,1,Medium Weight
673,674,F,Road,3,2,247,2,medium,M,39,3189,1,Intermediate Weight
674,675,A,Road,4,5,202,3,low,F,6,2616,1,Medium Weight
675,676,B,Road,4,4,227,3,medium,F,1,2761,1,Medium Weight
676,677,C,Road,4,5,189,2,low,F,15,2457,1,Medium Weight
677,678,F,Road,6,4,160,2,low,F,31,1689,1,Medium Weight
678,679,D,Road,3,3,117,3,medium,M,56,1618,1,Medium Weight
679,680,F,Road,3,1,202,2,high,M,52,2312,1,Medium Weight
680,681,A,Flight,4,3,201,3,medium,F,54,2487,1,Medium Weight
681,682,B,Flight,3,4,273,2,medium,F,39,2651,1,Medium Weight
682,683,C,Flight,4,4,143,2,medium,M,58,1038,1,Below Medium
683,684,F,Flight,4,5,137,4,high,M,29,1262,1,Below Medium
684,685,D,Flight,5,5,236,3,high,M,34,3455,1,Intermediate Weight
685,686,F,Flight,4,2,241,2,low,M,17,3844,1,Intermediate Weight
686,687,A,Flight,4,2,187,2,low,F,6,3625,1,Intermediate Weight
687,688,B,Flight,4,5,273,2,high,M,63,3516,1,Intermediate Weight
688,689,C,Flight,5,2,170,3,low,M,15,1314,1,Below Medium
689,690,F,Flight,3,5,138,3,low,F,37,1266,1,Below Medium
690,691,D,Flight,5,4,150,2,low,M,60,1034,1,Below Medium
691,692,F,Flight,5,5,140,3,high,F,42,1384,1,Below Medium
692,693,A,Flight,4,1,250,2,low,M,17,3544,1,Intermediate Weight
693,694,B,Flight,3,3,207,7,medium,M,19,2182,1,Medium Weight
694,695,C,Flight,4,4,214,3,low,M,36,2684,1,Medium Weight
695,696,F,Flight,4,1,179,3,low,M,63,1215,1,Below Medium
696,697,D,Flight,5,1,149,4,medium,F,20,1110,1,Below Medium
697,698,F,Flight,3,5,151,2,low,F,16,1422,1,Below Medium
698,699,A,Flight,4,3,264,3,medium,M,23,2376,1,Medium Weight
699,700,B,Flight,6,5,113,3,high,M,31,1037,1,Below Medium
700,701,C,Flight,6,1,281,3,medium,F,36,2536,1,Medium Weight
701,702,F,Flight,4,2,197,7,medium,M,43,3730,1,Intermediate Weight
702,703,D,Ship,3,4,265,8,low,F,35,3299,1,Intermediate Weight
703,704,F,Ship,4,2,259,3,low,F,47,3764,1,Intermediate Weight
704,705,A,Ship,5,1,200,8,low,F,18,3806,1,Intermediate Weight
705,706,B,Ship,2,4,111,2,high,M,60,1787,1,Medium Weight
706,707,C,Ship,3,5,223,3,medium,M,53,3670,1,Intermediate Weight
707,708,F,Ship,3,3,241,3,low,M,5,2713,1,Medium Weight
708,709,D,Ship,4,1,139,3,low,F,25,1152,1,Below Medium
709,710,F,Ship,7,1,192,3,low,M,38,1372,1,Below Medium
710,711,A,Ship,3,4,117,3,medium,M,23,1527,1,Medium Weight
711,712,B,Ship,3,1,202,2,high,F,21,3120,1,Intermediate Weight
712,713,C,Ship,4,2,201,3,medium,F,39,2066,1,Medium Weight
713,714,F,Ship,3,3,273,2,medium,F,16,2466,1,Medium Weight
714,715,D,Ship,4,3,143,2,medium,F,64,1910,1,Medium Weight
715,716,F,Ship,4,1,137,4,high,M,15,1391,1,Below Medium
716,717,A,Ship,5,3,236,3,high,F,47,3519,1,Intermediate Weight
717,718,B,Ship,4,1,241,2,low,F,39,2935,1,Medium Weight
718,719,C,Ship,4,5,187,2,low,M,44,3218,1,Intermediate Weight
719,720,F,Ship,4,3,273,2,high,M,43,3462,1,Intermediate Weight
720,721,D,Ship,5,3,170,3,low,F,12,1018,1,Below Medium
721,722,F,Ship,3,4,138,3,low,F,54,1648,1,Medium Weight
722,723,A,Ship,5,3,150,2,low,M,2,1682,1,Medium Weight
723,724,B,Ship,5,4,140,3,high,F,56,1332,1,Below Medium
724,725,C,Ship,4,3,250,2,low,F,46,2878,1,Medium Weight
725,726,F,Ship,3,4,207,7,medium,F,46,2670,1,Medium Weight
726,727,D,Ship,4,2,214,3,low,F,18,2574,1,Medium Weight
727,728,F,Ship,4,3,179,3,low,M,45,1903,1,Medium Weight
728,729,A,Ship,5,2,149,4,medium,M,48,1068,1,Below Medium
729,730,B,Ship,3,1,151,2,low,F,4,1748,1,Medium Weight
730,731,C,Ship,4,5,264,3,medium,M,16,2245,1,Medium Weight
731,732,F,Ship,6,5,113,3,high,F,35,1402,1,Below Medium
732,733,D,Ship,6,3,281,3,medium,M,11,2135,1,Medium Weight
733,734,F,Ship,4,4,197,7,medium,F,22,2065,1,Medium Weight
734,735,A,Ship,3,4,265,8,low,M,2,3622,1,Intermediate Weight
735,736,B,Ship,4,1,259,3,low,M,39,2427,1,Medium Weight
736,737,C,Ship,5,3,200,8,low,F,9,2741,1,Medium Weight
737,738,F,Ship,2,1,111,2,high,F,10,1920,1,Medium Weight
738,739,D,Ship,3,2,223,3,medium,F,6,2127,1,Medium Weight
739,740,F,Ship,3,2,241,3,low,M,22,3030,1,Intermediate Weight
740,741,A,Ship,4,5,139,3,low,F,65,1277,1,Below Medium
741,742,B,Ship,7,4,192,3,low,F,33,1694,1,Medium Weight
742,743,C,Ship,3,5,180,4,medium,F,59,1481,1,Below Medium
743,744,F,Ship,3,3,153,5,low,M,35,1089,1,Below Medium
744,745,D,Ship,2,4,280,4,low,M,48,1463,1,Below Medium
745,746,F,Ship,7,5,243,5,medium,M,28,1100,1,Below Medium
746,747,A,Ship,3,4,214,2,low,M,50,3881,1,Intermediate Weight
747,748,B,Ship,4,4,177,2,low,M,6,1112,1,Below Medium
748,749,C,Ship,3,2,182,3,medium,F,39,3828,1,Intermediate Weight
749,750,F,Ship,4,5,185,3,medium,M,17,2824,1,Medium Weight
750,751,D,Ship,3,3,143,3,medium,M,23,1281,1,Below Medium
751,752,F,Ship,3,3,162,3,medium,M,7,1901,1,Medium Weight
752,753,A,Ship,3,1,171,2,low,M,34,1999,1,Medium Weight
753,754,B,Ship,5,1,227,3,low,F,14,2589,1,Medium Weight
754,755,C,Ship,3,5,205,6,low,F,25,2232,1,Medium Weight
755,756,F,Ship,3,5,258,3,low,M,17,3033,1,Intermediate Weight
756,757,D,Ship,4,5,195,5,medium,F,10,3537,1,Intermediate Weight
757,758,F,Ship,4,1,224,2,low,M,8,3638,1,Intermediate Weight
